utrip_id,city_id,hotel_country
2330402_1,32392,The Devilfire Empire
2340275_1,6327,Bozatta
2358941_1,47651,Cobra Island
2372834_5,35850,Rook Islands
2392857_2,35160,Osterlich
2396162_1,33878,Santa Prisca
2412709_2,46794,Lilliput
2421289_2,2416,Drusselstein
2435943_1,19771,Patusan
243751_1,46854,Leutonia
2445654_1,51291,Glubbdubdrib
2470398_2,64269,Carpathia
2470821_1,60143,Patusan
2478361_1,49668,Rolisica
2482684_1,57236,Borginia
2499888_1,17980,Gondal
2508476_1,17980,Gondal
2535679_1,29319,Cobra Island
2567636_2,52818,Elbonia
2576361_1,17281,Kamistan
2581242_2,47499,Kangan
2583246_1,17127,Fook Island
2583885_3,36261,Gondal
2585857_2,47257,Santa Prisca
2597595_4,55128,Fook Island
261487_1,35160,Osterlich
2616096_1,26951,Elbonia
2660507_2,16521,Carjackistan
266934_1,20318,Gondal
2684815_1,52818,Elbonia
2705751_1,35530,Elbonia
2718124_1,11910,Elbonia
2767559_1,64033,Mypos
2831815_1,23697,Osterlich
2843342_1,32244,Carpathia
2890479_1,63132,Gondal
2908768_2,45188,Sylvania
2923646_1,11090,Elbonia
2932413_1,12194,Elbonia
2939653_1,37771,Gondal
2949711_1,53207,Nevoruss
2959376_1,10485,Kangan
2968450_1,58238,Cobra Island
2987590_2,30768,Gondal
3057050_4,47527,Holy Britannian Empire
3058495_1,40521,Fook Island
3063682_2,58237,Leutonia
3073278_2,61320,Bozatta
3080222_1,17263,Elbonia
3096352_1,62185,Axphain
3098073_1,47360,Fook Island
3098303_3,56775,Sokovia
311118_1,12308,Santa Prisca
3133091_2,45030,Alvonia
3134210_1,35686,Carjackistan
315140_1,10485,Kangan
3168763_1,35210,Elbonia
3177512_1,30768,Gondal
320577_2,60008,Alvonia
3242943_1,25676,Glubbdubdrib
3249495_1,11930,Alvonia
3253990_2,63151,Borginia
3269593_1,61320,Bozatta
3274474_3,51931,Syldavia
3292451_1,51744,Dawsbergen
3301106_1,47499,Kangan
3317969_2,67141,Cobra Island
3323513_1,9485,Osterlich
3327472_1,62185,Axphain
3338332_1,20345,Fook Island
3339364_2,15626,Gondal
334422_2,10485,Kangan
3379537_1,61767,Leutonia
338903_1,10485,Kangan
3404215_1,58208,Bozatta
3419469_2,53737,Leutonia
3446040_1,32713,Kangan
3531784_2,11869,Glubbdubdrib
3531914_1,26436,Nova Africa
3543448_1,3763,Glubbdubdrib
3553512_1,2919,Cobra Island
3560683_1,41858,Glubbdubdrib
3563655_2,45682,Patusan
3625699_1,7244,Nevoruss
3642679_2,64340,Cobra Island
3646608_2,1361,Gondal
3676370_1,36063,Gondal
3679763_1,37689,Gondal
3697955_1,1046,Glubbdubdrib
3708467_2,10092,Cobra Island
3718268_1,8462,Rolisica
3726410_9,44869,Elbonia
3727651_1,64876,Fook Island
3737403_1,52982,Elbonia
3738814_3,48483,Cobra Island
3760195_40,55763,Bozatta
3763738_1,23382,Mypos
3772614_1,6090,Axphain
3800235_1,15626,Gondal
3802475_2,382,Fook Island
3807657_2,47918,Yudonia
3833827_3,63312,Bozatta
3856334_1,16888,Holy Britannian Empire
3865360_1,675,Osterlich
3867806_1,25025,Norland
3869969_1,64876,Fook Island
3901237_2,47114,Gondal
3906748_2,4932,Borginia
3930364_1,42356,Idris
3931999_1,47360,Fook Island
3936068_1,15337,Elbonia
3960134_4,3763,Glubbdubdrib
3962067_2,2078,Kasnia
3983369_1,29132,Elbonia
3984861_1,45188,Sylvania
3995119_1,23921,Cobra Island
4028196_1,3547,Elbonia
4088128_5,12887,Axphain
4107038_1,34478,Kangan
4146641_1,46854,Leutonia
4147342_4,34478,Kangan
416365_1,26436,Nova Africa
4176494_1,66648,Glubbdubdrib
4194612_1,3763,Glubbdubdrib
4255480_1,66648,Glubbdubdrib
4268026_1,52390,Alvonia
4316923_1,11857,Bultan
4342385_1,9308,Cobra Island
4367830_2,62611,Idris
4396237_1,43397,Cobra Island
4417583_1,19771,Patusan
442305_2,52818,Elbonia
4433176_1,17127,Fook Island
4437989_1,14684,Kamistan
4441757_1,29738,Glubbdubdrib
4453167_1,55763,Bozatta
4458754_2,51128,Bartovia
4488188_1,58178,Gondal
4517675_1,4932,Borginia
4527855_1,20345,Fook Island
454470_2,62929,Mypos
4562768_1,52567,Holy Britannian Empire
4564354_1,11400,Cobra Island
456705_1,62950,Carpathia
4567975_2,11236,Pullamawang
4571996_1,2416,Drusselstein
4573819_2,22252,Edonia
4617900_1,51128,Bartovia
4631309_2,48549,Axphain
4643552_1,51765,Nevoruss
4687070_1,8674,Santa Prisca
4720909_1,46794,Lilliput
4727166_1,55,Cobra Island
4737315_3,17013,Borginia
4739398_6,11460,Alvonia
4765222_1,24561,Laurania
4788810_1,26436,Nova Africa
480241_2,77,Edonia
4807597_1,31122,Grinlandia
4859284_1,56582,Lilliput
4865409_2,17013,Borginia
4872956_2,50457,Osterlich
4875962_2,47499,Kangan
4933038_1,2446,Bozatta
4945498_1,7410,Kasnia
495968_3,7240,Glubbdubdrib
498664_1,2300,Bozatta
4990365_1,19771,Patusan
4995273_2,3752,Dawsbergen
5002996_2,52848,Axphain
5021984_1,56485,Axphain
5026399_1,11652,Borginia
5032823_2,2078,Kasnia
5055316_2,52815,Aldovia
5067086_1,4605,Pokrovia
5069779_1,60548,Gondal
5094845_1,58178,Gondal
5130779_1,29943,Axphain
5134704_1,52815,Aldovia
516074_1,40410,Gondal
5164823_1,51291,Glubbdubdrib
5179853_1,45948,Datlof
5202634_1,52571,Bozatta
5242389_1,35907,Tcherkistan
5286354_1,3763,Glubbdubdrib
5295000_2,19771,Patusan
5323577_9,47813,Bartovia
5335782_1,51654,Nevoruss
5336014_1,45025,Mypos
5350901_1,33540,Fook Island
5355775_1,43870,Axphain
5361711_1,38772,Borginia
5363210_1,63199,Alvonia
5365924_1,10485,Kangan
536656_2,17157,Mypos
5380800_1,5781,Santa Prisca
5406465_1,61678,Genosha
5421983_1,30520,Glubbdubdrib
5447609_2,47499,Kangan
5464224_1,239,Congaree Socialist Republic
5485382_3,59204,Kangan
5499812_1,29319,Cobra Island
5514641_2,61487,Santa Prisca
5543958_2,57762,Santa Prisca
554518_1,2454,Gondal
5557370_1,34478,Kangan
5560893_1,48483,Cobra Island
5590145_2,23300,Drusselstein
5610895_2,5246,Cobra Island
5659042_1,17775,Novistrana
5673584_1,17013,Borginia
568401_1,17013,Borginia
5714537_1,45188,Sylvania
5731657_2,22490,Fook Island
5748529_1,9608,Fook Island
5793850_5,16521,Carjackistan
580035_1,54976,Dawsbergen
5850446_1,47486,Holy Britannian Empire
5855632_2,20345,Fook Island
5867978_1,2416,Drusselstein
5875037_1,41654,Pullamawang
5902603_2,57773,Syldavia
5927519_1,23884,Gondal
5974667_1,6830,Alvonia
6013213_1,52818,Elbonia
6017195_2,14580,Fook Island
6025649_1,29319,Cobra Island
611515_1,24783,Yerba
6121628_2,25025,Norland
6145266_1,29712,Fook Island
6174859_1,52815,Aldovia
6190911_1,17013,Borginia
6230508_1,30222,Gondal
624092_3,19707,Kangan
637999_1,10092,Cobra Island
662036_1,44320,Gondal
673936_1,7990,Gondal
680402_2,19771,Patusan
684272_2,61320,Bozatta
707682_2,51291,Glubbdubdrib
714152_8,2884,Dawsbergen
727389_1,22297,Rolisica
742902_1,58819,Fook Island
751713_1,17127,Fook Island
761089_1,61320,Bozatta
801987_1,7410,Kasnia
849049_1,61320,Bozatta
877025_1,39820,Elbonia
905107_2,66664,Gondal
927051_1,25501,Osterlich
972454_1,53020,Gondal
1030643_1,46221,Kangan
1052997_1,4010,Elbonia
1068244_2,10485,Kangan
107768_2,63151,Borginia
1108584_1,36063,Gondal
1117536_5,36063,Gondal
1120005_1,30688,San Sombrèro
1153362_1,29220,Mypos
1159738_1,11236,Pullamawang
1193717_1,47378,Fook Island
1233998_1,67176,Rolisica
1237911_1,29770,Elbonia
1265221_2,29319,Cobra Island
1274898_2,14264,Osterlich
130462_1,11783,Kangan
1305732_1,38677,Cobra Island
131359_6,67176,Rolisica
1357933_7,58057,Borginia
136613_1,48483,Cobra Island
1377209_1,13931,Cobra Island
139401_1,29943,Axphain
1398321_2,950,Pullamawang
1400854_1,63130,Bialya
141854_1,29712,Fook Island
142887_1,3763,Glubbdubdrib
1434424_1,10792,Fook Island
1450126_1,63977,Cobra Island
1452748_1,34123,Cobra Island
1471642_1,51790,Cobra Island
1478586_1,36818,Gondal
1481640_1,2416,Drusselstein
1501422_1,26904,Glubbdubdrib
1533221_3,56523,Gondal
154689_1,17127,Fook Island
1574507_1,5682,Holy Britannian Empire
1585866_3,63978,Bozatta
1587746_1,11818,Bahavia
1609494_1,29251,Leutonia
1647580_1,24718,Fook Island
16511_1,65266,Fook Island
165339_2,47976,Holy Britannian Empire
1662132_2,26235,Alvonia
1680607_1,33540,Fook Island
1696254_2,52815,Aldovia
1744018_1,52818,Elbonia
1757070_1,46361,Vadeem
1779658_1,61058,Carpathia
1798674_1,21463,Zephyria
1826825_2,42356,Idris
1850575_1,56498,Fook Island
1864058_1,22490,Fook Island
1887616_2,25701,Gondal
1972833_2,55841,Gondal
1973363_1,22016,Kangan
197886_2,3510,Glubbdubdrib
1986569_2,46307,Gondal
199446_1,29907,Dawsbergen
203822_1,3712,"Merania, Kingdom of"
2038866_1,19768,Cobra Island
204037_2,21076,Kumbolaland
2080535_1,33878,Santa Prisca
2092823_1,46675,Kumbolaland
2099104_1,26088,Fook Island
2107928_2,34356,Elbonia
2116807_1,41858,Glubbdubdrib
2157972_1,66242,Fook Island
21588_1,22246,Nova Africa
2171499_1,62541,Fook Island
2187389_1,33634,Fook Island
2189980_1,51291,Glubbdubdrib
2192280_1,11473,Fook Island
2204312_3,62611,Idris
223739_1,37796,Nova Africa
224876_1,49473,Bultan
2251812_2,42937,Kasnia
2262086_1,38677,Cobra Island
2264406_1,62185,Axphain
2267336_1,7551,Bozatta
2272159_1,40648,Syldavia
2278677_1,4790,San Sombrèro
2291909_1,9608,Fook Island
2301579_1,66003,Cobra Island
230739_1,39928,Gondal
2349980_1,57931,Kasnia
2370246_1,66145,Axphain
237755_1,5568,Bozatta
2382889_1,20399,Fook Island
2386950_1,31693,Halla
246339_1,51688,Elbonia
2478530_1,47700,Bozatta
2491301_1,12308,Santa Prisca
249736_1,65322,Cobra Island
249909_1,4790,San Sombrèro
2509036_2,51259,Oceania
2536043_1,36063,Gondal
2549659_1,59176,Fook Island
2551449_1,29319,Cobra Island
2552252_2,41862,Gondal
2602496_1,45188,Sylvania
2613421_2,29770,Elbonia
2628852_2,382,Fook Island
2629252_3,49668,Rolisica
2634558_1,56465,Kasnia
2637527_3,14784,Glubbdubdrib
2647595_2,55763,Bozatta
264872_1,18790,Alvonia
2656874_1,38772,Borginia
2668298_2,15470,Rolisica
2669135_1,57463,Glubbdubdrib
2670556_2,10709,Alvonia
267700_5,5274,Carpathia
2701936_1,4932,Borginia
2737028_2,32163,Kamistan
2753086_1,28154,Atlantis
2770433_1,34397,"Altis and Stratis, Republic of"
2780127_1,52848,Axphain
2792403_1,16521,Carjackistan
2864189_1,50453,São Rico
2874997_1,57794,Fook Island
2931561_1,27866,Yerba
294378_3,32392,The Devilfire Empire
2947853_1,17127,Fook Island
295531_2,47499,Kangan
2956696_1,13530,Alvonia
2965616_1,17127,Fook Island
2975364_1,20392,Gondal
2998244_1,43306,Carpathia
3016092_3,40228,Patusan
3025846_1,17579,Glubbdubdrib
3037289_1,53207,Nevoruss
3055207_1,33286,Alvonia
3087151_1,25390,Elbonia
3106826_1,30133,Alvonia
3107869_1,62185,Axphain
3154808_1,51259,Oceania
3158878_1,28829,Fook Island
3177355_1,19448,Nova Africa
3199939_1,26235,Alvonia
3205946_1,23542,Gondal
3215543_2,57734,Axphain
3216939_1,29770,Elbonia
3254695_1,54275,Glubbdubdrib
3265050_1,63151,Borginia
3303570_1,27697,Edonia
3308040_1,61320,Bozatta
331019_2,28186,Gondal
3317556_1,3763,Glubbdubdrib
3340325_1,28244,Kasnia
3342521_1,11115,Aslerfan
3348379_1,8462,Rolisica
3393172_1,9590,Glubbdubdrib
3461101_2,24758,Edonia
3465238_1,30018,Urkesh
3473126_2,3665,Glubbdubdrib
3480925_1,23714,Glubbdubdrib
351953_1,5568,Bozatta
3538022_1,5988,Osterlich
354180_1,28186,Gondal
3551410_4,53576,Nevoruss
3579107_1,47651,Cobra Island
3591220_1,24218,Kangan
3591444_1,2957,Fook Island
3604016_1,3604,Gondal
3714394_1,62328,San Sombrèro
3746427_1,58819,Fook Island
3767425_1,47499,Kangan
3788086_1,2429,Kasnia
3789449_1,47808,Elbonia
3795175_3,47224,Fook Island
3814050_1,9723,The Devilfire Empire
3839293_1,7549,Glubbdubdrib
385164_1,4932,Borginia
3871977_1,51291,Glubbdubdrib
3919564_1,23243,São Rico
3950930_1,64269,Carpathia
3957108_2,38772,Borginia
3972440_1,49283,Gondal
3973198_5,66969,Glubbdubdrib
3981358_1,49845,Yerba
398228_1,52172,Isla Island
3989614_1,4790,San Sombrèro
3994127_1,14827,Fook Island
4018448_1,51259,Oceania
4025519_1,11877,Elbonia
4032051_1,4021,Elbonia
4061663_1,45188,Sylvania
4075439_1,29770,Elbonia
4083298_4,27750,Gondal
417149_1,19771,Patusan
4227397_3,26904,Glubbdubdrib
4236325_1,29319,Cobra Island
4239907_1,63247,Borostyria
4255455_1,42356,Idris
4265858_1,46026,Nova Africa
4285634_3,9701,Fook Island
4289566_1,28829,Fook Island
43042_1,31890,Rolisica
4319286_1,60786,Carjackistan
4352692_4,18874,Elbonia
4399821_1,17127,Fook Island
442473_19,284,Gondal
4427588_1,42556,Gondal
4430303_1,60632,Nevoruss
4455561_1,6697,Santa Prisca
4468194_2,10174,Sylvania
4504370_1,26235,Alvonia
4509329_1,61187,Fook Island
4510303_1,46361,Vadeem
451340_2,21328,Cobra Island
4540970_1,16646,Gondal
4561627_1,48968,Cobra Island
4564582_1,42320,Gondal
4568637_2,33470,Pullamawang
4592984_2,657,Bozatta
4594935_1,11233,Cobra Island
4613369_1,11603,Cobra Island
4630364_1,16691,Kangan
4671042_1,32748,Fook Island
4689476_1,6931,Alvonia
469749_4,28115,Grenyarnia
473541_1,58522,Glubbdubdrib
4740035_1,62185,Axphain
4756410_1,46026,Nova Africa
4762096_2,63582,Cobra Island
4773597_1,64876,Fook Island
4776374_1,50482,Gondal
479135_2,55128,Fook Island
4793693_1,26436,Nova Africa
4797887_1,56590,Marina Venetta
4805228_1,62185,Axphain
4818935_1,67176,Rolisica
4824471_4,52818,Elbonia
4828486_1,18508,Bandaria
4837691_3,16280,Bozatta
4838597_2,17707,Bartovia
4887517_1,36063,Gondal
4895428_5,55763,Bozatta
4921278_1,11233,Cobra Island
4922379_10,23921,Cobra Island
4949745_2,52458,Santa Prisca
4954485_1,40521,Fook Island
495770_1,28496,Cobra Island
4960111_5,4975,Tcherkistan
497489_2,25711,Gondal
4997528_1,48719,Gondal
5015829_2,29319,Cobra Island
5038611_3,51259,Oceania
5039181_1,2078,Kasnia
5043962_1,45188,Sylvania
5063646_1,9608,Fook Island
5071661_1,3763,Glubbdubdrib
5078749_1,58819,Fook Island
5091174_1,66648,Glubbdubdrib
51238_5,8142,Sylvania
5174788_1,13642,Fook Island
5180154_1,11270,Glubbdubdrib
5202101_1,63284,Bozatta
521680_1,16527,Carpathia
5247745_2,63020,Gondal
525729_2,55128,Fook Island
5291495_1,25846,Gondal
529449_1,51259,Oceania
5301011_1,37445,Borginia
5306432_2,25025,Norland
5307429_1,60485,Fook Island
5308676_1,55728,Cobra Island
5322547_1,23921,Cobra Island
5333415_4,10489,Samavia
5366575_1,64876,Fook Island
5372070_1,21648,Congaree Socialist Republic
5372161_4,17013,Borginia
5374423_1,64782,Gondal
5393767_1,51135,Santa Prisca
53970_1,11367,Alvonia
5403321_1,253,Santa Prisca
5415142_2,39930,Gondal
5427211_1,5568,Bozatta
5437220_1,13530,Alvonia
5440676_3,66648,Glubbdubdrib
5505263_1,12254,Glubbdubdrib
5524790_2,8462,Rolisica
5534067_1,35160,Osterlich
5543019_2,28718,Glubbdubdrib
554537_1,14549,Kangan
5579196_1,58819,Fook Island
5591094_2,36063,Gondal
5593943_2,13530,Alvonia
5601433_2,25025,Norland
5605031_4,37704,El Othar
5614589_1,67407,Fook Island
5630902_3,23714,Glubbdubdrib
5634130_1,55763,Bozatta
5648023_1,9126,Borginia
5654763_1,16619,Glubbdubdrib
5680074_1,41507,Nevoruss
5686112_1,17157,Mypos
5693341_1,38793,Sylvania
5718515_1,54579,The Devilfire Empire
5749423_1,29319,Cobra Island
5752932_1,48905,Aldovia
5760322_3,7244,Nevoruss
5778797_1,29770,Elbonia
5796903_1,61841,Fook Island
5819294_1,13260,Osterlich
5824136_1,30768,Gondal
5824807_2,51128,Bartovia
5839696_1,21402,Fook Island
5858999_1,51447,Yerba
5861638_2,22101,San Sombrèro
5872778_1,13607,Gondal
5877418_1,39153,Nova Africa
5887858_1,22065,Leutonia
5912456_1,13530,Alvonia
5921910_1,23714,Glubbdubdrib
5930411_1,1187,Fook Island
5976915_1,51259,Oceania
5981945_1,4202,Kangan
6039168_1,64876,Fook Island
6058544_6,45188,Sylvania
6079875_1,21578,Aldovia
6085583_1,28968,Elbonia
6092229_2,950,Pullamawang
6111055_1,41479,Kamistan
6118757_1,41369,Holy Britannian Empire
6133882_1,25269,Fook Island
6136490_1,2675,Gondal
6165191_4,36063,Gondal
6168641_2,44466,Bultan
6211046_2,62135,Grenyarnia
6213980_1,45013,Glubbdubdrib
6220484_1,35206,Cobra Island
6246137_1,64824,Santa Prisca
625062_2,46861,Gondal
6251889_1,63151,Borginia
629647_1,4975,Tcherkistan
639456_1,22065,Leutonia
651307_1,38677,Cobra Island
670801_1,31604,Dawsbergen
675421_1,3162,Gondal
697052_3,43421,Cobra Island
70261_2,16521,Carjackistan
715008_1,32789,Elbonia
717726_1,35206,Cobra Island
746486_1,54901,Nevoruss
749437_1,51291,Glubbdubdrib
769822_3,29770,Elbonia
777182_1,34990,Glubbdubdrib
77822_1,44636,Santa Prisca
781692_1,29319,Cobra Island
831176_1,17127,Fook Island
842934_1,18820,Cobra Island
860329_1,51291,Glubbdubdrib
87178_1,16888,Holy Britannian Empire
885243_1,67560,Borginia
887891_1,48483,Cobra Island
894483_3,21741,Gondal
917683_1,40702,Bolumbia
919485_3,7347,Patusan
941327_2,53207,Nevoruss
945992_1,12708,Sokovia
959756_2,66648,Glubbdubdrib
977212_1,26022,Borginia
1003645_1,27870,Fook Island
1009921_3,6582,Sokovia
102777_1,29712,Fook Island
1041146_1,28718,Glubbdubdrib
1050001_1,15990,Holy Britannian Empire
1088019_1,17438,Rolisica
1099272_1,38097,Cobra Island
1112773_1,61009,Bozatta
1131094_6,10992,Gondal
113253_1,22205,Osterlich
1169688_2,52818,Elbonia
1185388_1,65203,Elbonia
1186802_2,37874,Holy Britannian Empire
118785_1,47486,Holy Britannian Empire
1211124_1,62185,Axphain
1224987_1,45135,Cobra Island
1228824_1,17438,Rolisica
1231734_4,50957,Borginia
1251184_1,31057,Kangan
1269970_1,29246,Novistrana
1298512_8,15800,Elbonia
1304107_1,43606,Marina Venetta
1309600_1,16521,Carjackistan
1360438_1,45188,Sylvania
136655_1,47499,Kangan
1409917_1,20177,Cobra Island
1433741_1,64269,Carpathia
1448309_5,47499,Kangan
1489940_2,19707,Kangan
1515299_1,21929,Dawsbergen
1597587_1,65966,Gondal
161089_2,6005,Patusan
1639875_1,29770,Elbonia
1643729_1,1924,Drusselstein
1650107_3,29033,Borostyria
1671723_2,9626,Fook Island
1712260_1,30888,Aslerfan
1723187_2,33049,Glubbdubdrib
1768446_1,59168,Drusselstein
1771399_2,11669,Glubbdubdrib
1785133_1,10454,Glubbdubdrib
1854440_2,8725,Gondal
1859148_1,51291,Glubbdubdrib
190898_1,2612,Holy Britannian Empire
1916364_1,2416,Drusselstein
1950883_1,14843,Axphain
1955345_1,43306,Carpathia
1956706_3,8335,Cobra Island
1968328_6,30765,Tcherkistan
1984171_1,42356,Idris
2009624_1,52815,Aldovia
2019629_2,13324,Sokovia
2041005_1,28483,Genosha
2057387_1,45878,Glubbdubdrib
2063181_1,26436,Nova Africa
2068230_1,61352,Glubbdubdrib
2081820_1,7091,Elbonia
2095142_2,50300,Fook Island
2095625_1,29319,Cobra Island
2097902_1,2416,Drusselstein
210201_1,17907,Aldorria
2104225_2,61129,Gondal
2128970_1,17013,Borginia
2135112_1,10485,Kangan
2149233_7,45071,The Devilfire Empire
2177871_1,62541,Fook Island
2221675_1,58823,Fook Island
222217_1,63284,Bozatta
2225018_1,38904,Cobra Island
227867_1,15626,Gondal
2291297_1,19391,Axphain
2295281_1,52524,Bartovia
2333876_1,2948,Cobra Island
2340281_2,2416,Drusselstein
2361575_1,17127,Fook Island
2364371_1,17502,Nevoruss
2382080_2,35160,Osterlich
2394798_3,18102,Bozatta
2435228_2,56893,Kamistan
2435842_2,41674,Bozatta
24655_1,59713,Novistrana
2481137_1,25772,Fook Island
2491591_2,63132,Gondal
2585078_1,5085,Gondal
2614585_1,31269,Kangan
2618885_1,52589,Gondal
2621753_2,18548,Yudonia
2639506_2,35160,Osterlich
2659778_1,1046,Glubbdubdrib
2673395_4,27750,Gondal
2677044_3,43306,Carpathia
2688821_1,53859,Elbonia
2692377_2,26352,Elbonia
2772193_1,47759,Osterlich
2813398_1,1528,Sokovia
2815626_1,2416,Drusselstein
2835166_1,45300,Gondal
2853398_1,1187,Fook Island
2865435_6,39351,Zephyria
2904782_1,46221,Kangan
2904939_1,38677,Cobra Island
2916942_1,3082,Holy Britannian Empire
2918567_1,36063,Gondal
2933891_1,18083,Elbonia
2952990_2,36020,Mypos
2957051_1,51135,Santa Prisca
296105_1,25025,Norland
2994888_1,64091,Kasnia
2995675_1,6587,Gondal
3030424_1,10485,Kangan
3031457_1,52815,Aldovia
3051090_1,16280,Bozatta
3057520_1,56872,Patusan
3070184_1,66485,Rolisica
3074549_1,43306,Carpathia
3082062_1,32163,Kamistan
3086610_2,47499,Kangan
309246_1,46884,Palombia
3118283_1,41814,Eurasia
3143308_3,47527,Holy Britannian Empire
314895_1,29319,Cobra Island
3157927_2,29813,Syldavia
3223435_2,58178,Gondal
3226318_1,21929,Dawsbergen
3228286_2,1046,Glubbdubdrib
3228712_1,65022,Holy Britannian Empire
3234136_1,23439,Osterlich
324314_1,20345,Fook Island
3247943_1,35811,Syldavia
3283710_2,8766,Patusan
3321946_2,47473,Glubbdubdrib
3321993_1,56582,Lilliput
3335084_1,36530,Rolisica
3344158_2,23714,Glubbdubdrib
335849_2,61320,Bozatta
3375915_1,8766,Patusan
3397971_1,51135,Santa Prisca
3400378_1,33022,Aldovia
3450065_1,35160,Osterlich
3455616_1,65202,Rolisica
3467795_3,64876,Fook Island
3471484_1,36063,Gondal
3480839_1,8462,Rolisica
3505233_1,41654,Pullamawang
3510180_1,34707,Grenyarnia
3513641_1,26436,Nova Africa
351423_2,13356,Kasnia
3547909_1,2416,Drusselstein
3585636_1,26235,Alvonia
3587793_1,11857,Bultan
3629149_1,60222,Borginia
3631625_1,1034,Gondal
3645595_1,66648,Glubbdubdrib
3653340_2,6582,Sokovia
3688042_2,55,Cobra Island
3722977_1,60282,Santa Prisca
3727123_1,2748,Leutonia
3738845_2,23130,Kumbolaland
3757945_1,27269,Gondal
3780889_2,36063,Gondal
379343_5,29319,Cobra Island
3793532_1,25773,Bozatta
3805775_1,22830,Genosha
386683_2,3796,Gondal
3891954_1,22230,San Sombrèro
3892159_1,1940,Rolisica
3907868_1,32481,Cobra Island
3925361_1,22490,Fook Island
3942456_1,18650,Gondal
3976829_1,49863,Phaic Tăn
3990690_1,52818,Elbonia
3992281_1,5146,Fook Island
3998886_1,36805,Alvonia
4025374_1,57210,Elbonia
4030404_2,7653,Cobra Island
4030479_1,64436,Yerba
403585_1,7410,Kasnia
4041138_5,23940,Gondal
4045311_1,44869,Elbonia
4045622_1,65351,Glubbdubdrib
4052021_1,1528,Sokovia
4052062_1,5050,Santa Prisca
4074777_1,48075,Cobra Island
4080979_1,64060,Bozatta
4091057_1,26436,Nova Africa
4098159_1,65201,Fook Island
4099937_3,45682,Patusan
410436_1,47759,Osterlich
410623_2,35850,Rook Islands
4128462_1,29770,Elbonia
4130624_2,8468,Gondal
4136968_2,27787,Bozatta
4143908_1,17208,The Devilfire Empire
4155974_5,7091,Elbonia
4156927_1,65690,Kamistan
4170465_2,29319,Cobra Island
4192620_2,1924,Drusselstein
4193990_1,38796,Gondal
4198289_3,42807,Kumbolaland
4220712_1,51765,Nevoruss
4225450_2,55763,Bozatta
4256299_1,15215,Novistrana
4259659_1,8183,Gondal
4279625_1,66414,Isla Island
4284175_3,16834,Cobra Island
429355_8,2819,Elbonia
429402_1,26022,Borginia
4335632_1,18417,Glubbdubdrib
4338395_1,47759,Osterlich
4339007_1,17013,Borginia
4361741_1,38677,Cobra Island
4373057_2,39067,Bozatta
4452852_1,5394,Gondal
4453254_1,21591,Axphain
4463711_1,27180,Pullamawang
4495309_1,47499,Kangan
451099_1,29839,Aslerfan
4512035_1,62611,Idris
4529452_4,21641,Fook Island
4540300_1,56523,Gondal
4574410_1,2416,Drusselstein
4625342_1,26436,Nova Africa
4627921_1,43337,Elbonia
466796_1,8935,Osterlich
4672179_1,55529,Kangan
4674552_16,47614,Gondal
4710712_1,25676,Glubbdubdrib
471164_1,47155,Holy Britannian Empire
4716610_1,3258,Bandaria
473576_1,7410,Kasnia
4736015_3,14827,Fook Island
4760638_1,62541,Fook Island
4792943_1,56590,Marina Venetta
4809939_2,41168,Fook Island
4810274_1,64,Cobra Island
4812724_1,40871,Patusan
4818262_1,16151,Cobra Island
4842577_1,17990,Carpathia
490562_1,47499,Kangan
4934265_2,24302,Sokovia
4942559_1,29298,Elbonia
5001866_1,25766,Sylvania
5010473_1,43292,Gondal
5015754_8,16521,Carjackistan
502806_1,61485,Leutonia
5042957_4,23924,Zephyria
5050848_1,66399,Gondal
5079001_3,27404,Cobra Island
5083796_1,53211,Gondal
5111100_1,20604,Fook Island
5116011_1,44103,Santa Prisca
5128915_1,7240,Glubbdubdrib
5154794_1,47470,Gondal
5172714_1,60039,Bandaria
518902_1,37874,Holy Britannian Empire
5192942_1,47499,Kangan
5210887_1,6327,Bozatta
5238867_1,7549,Glubbdubdrib
5247098_1,32988,Tcherkistan
5270220_1,37790,Gondal
5295886_2,4870,Sylvania
5319417_2,21929,Dawsbergen
5328832_1,40228,Patusan
5353500_2,2416,Drusselstein
5360582_1,30438,Elbonia
5404211_1,17013,Borginia
5419791_1,2873,Cobra Island
5423630_1,36063,Gondal
5426620_1,4932,Borginia
544572_2,21276,Cobra Island
5474678_1,3763,Glubbdubdrib
5488519_1,5568,Bozatta
5490185_1,19771,Patusan
5530706_1,28273,Holy Britannian Empire
5536806_1,7410,Kasnia
5544990_1,31890,Rolisica
5563197_2,29943,Axphain
5629892_1,26235,Alvonia
5650036_6,57238,Rook Islands
5670538_2,41097,Glubbdubdrib
5680678_2,16562,Gondal
5680749_1,29319,Cobra Island
5689196_1,33667,Pokrovia
5702648_1,48483,Cobra Island
570657_1,29770,Elbonia
5716192_12,42962,Gondal
5723721_2,16521,Carjackistan
5731190_2,42159,Glubbdubdrib
5763064_2,19569,Gondal
5784758_1,42745,Cobra Island
5795519_1,36063,Gondal
5796588_4,51789,Yerba
5800379_11,53459,Novistrana
5803592_1,66505,Borginia
588038_2,37170,Kasnia
5897179_1,8462,Rolisica
5897403_2,44489,Fook Island
5897403_4,18832,Carjackistan
5903641_1,42293,Cobra Island
590728_1,37391,Cobra Island
5938005_2,5847,Cobra Island
5939293_2,17013,Borginia
5939603_1,55128,Fook Island
